Year,Carbohydrate,Fiber,Protein,Fat,Saturated Fatty Acids,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,Cholesterol
1/1/61,0.775551102,0.655172414,0.920792079,1.159663866,1.06,1.177777778,1.538461538,1.068181818
1/1/62,0.775551102,0.655172414,0.910891089,1.168067227,1.06,1.177777778,1.538461538,1.068181818
1/1/63,0.773547094,0.655172414,0.920792079,1.176470588,1.06,1.2,1.692307692,1.068181818
1/1/64,0.771543086,0.620689655,0.930693069,1.201680672,1.08,1.222222222,1.692307692,1.068181818
1/1/65,0.771543086,0.620689655,0.920792079,1.193277311,1.06,1.2,1.692307692,1.045454545
1/1/66,0.77755511,0.655172414,0.930693069,1.218487395,1.08,1.244444444,1.769230769,1.045454545
1/1/67,0.783567134,0.655172414,0.940594059,1.226890756,1.1,1.244444444,1.769230769,1.068181818
1/1/68,0.789579158,0.655172414,0.95049505,1.260504202,1.1,1.288888889,1.846153846,1.068181818
1/1/69,0.795591182,0.655172414,0.95049505,1.25210084,1.1,1.288888889,1.846153846,1.068181818
1/1/70,0.803607214,0.655172414,0.97029703,1.235294118,1.04,1.288888889,1.923076923,1.068181818
1/1/71,0.803607214,0.655172414,0.98019802,1.235294118,1.04,1.288888889,1.923076923,1.068181818
1/1/72,0.791583166,0.655172414,0.97029703,1.243697479,1.04,1.288888889,2,1.045454545
1/1/73,0.803607214,0.689655172,0.95049505,1.210084034,1,1.266666667,2.076923077,1
1/1/74,0.791583166,0.655172414,0.96039604,1.226890756,1,1.266666667,2.076923077,1
1/1/75,0.791583166,0.689655172,1.099009901,1.344537815,1.12,1.4,2.076923077,1.113636364
1/1/76,0.819639279,0.689655172,1.148514851,1.394957983,1.16,1.488888889,2.230769231,1.136363636
1/1/77,0.837675351,0.75862069,1.158415842,1.369747899,1.14,1.444444444,2.230769231,1.136363636
1/1/78,0.811623246,0.689655172,1.118811881,1.369747899,1.12,1.444444444,2.230769231,1.113636364
1/1/79,0.813627255,0.689655172,1.108910891,1.361344538,1.12,1.444444444,2.230769231,1.113636364
1/1/80,0.817635271,0.689655172,1.099009901,1.361344538,1.12,1.444444444,2.230769231,1.113636364
1/1/81,0.833667335,0.75862069,1.118811881,1.361344538,1.12,1.444444444,2.307692308,1.090909091
1/1/82,0.827655311,0.75862069,1.118811881,1.361344538,1.1,1.444444444,2.307692308,1.090909091
1/1/83,0.819639279,0.724137931,1.118811881,1.394957983,1.14,1.466666667,2.384615385,1.090909091
1/1/84,0.833667335,0.724137931,1.128712871,1.428571429,1.18,1.533333333,2.384615385,1.113636364
1/1/85,0.865731463,0.75862069,1.158415842,1.478991597,1.22,1.577777778,2.461538462,1.113636364
1/1/86,0.873747495,0.75862069,1.168316832,1.487394958,1.22,1.577777778,2.461538462,1.113636364
1/1/87,0.897795591,0.75862069,1.158415842,1.462184874,1.18,1.555555556,2.461538462,1.090909091
1/1/88,0.909819639,0.793103448,1.168316832,1.470588235,1.18,1.577777778,2.538461538,1.068181818
1/1/89,0.905811623,0.793103448,1.158415842,1.420168067,1.14,1.511111111,2.461538462,1.045454545
1/1/90,0.937875752,0.827586207,1.168316832,1.403361345,1.12,1.511111111,2.461538462,1.045454545
1/1/91,0.941883768,0.827586207,1.178217822,1.378151261,1.1,1.533333333,2.461538462,1.022727273
1/1/92,0.947895792,0.827586207,1.188118812,1.411764706,1.12,1.555555556,2.461538462,1.045454545
1/1/93,0.967935872,0.827586207,1.188118812,1.445378151,1.14,1.622222222,2.538461538,1.022727273
1/1/94,0.981963928,0.827586207,1.207920792,1.428571429,1.12,1.622222222,2.461538462,1.045454545
1/1/95,0.981963928,0.827586207,1.198019802,1.411764706,1.12,1.577777778,2.461538462,1.045454545
1/1/96,1.002004008,0.862068966,1.207920792,1.394957983,1.1,1.577777778,2.384615385,1.045454545
1/1/97,1.008016032,0.862068966,1.198019802,1.386554622,1.08,1.555555556,2.461538462,1.022727273
1/1/98,1.01002004,0.827586207,1.207920792,1.403361345,1.12,1.577777778,2.461538462,1.045454545
1/1/99,1.014028056,0.862068966,1.227722772,1.453781513,1.16,1.622222222,2.538461538,1.090909091
1/1/00,1.012024048,0.862068966,1.227722772,1.605042017,1.24,1.844444444,2.846153846,1.068181818
1/1/01,1.002004008,0.827586207,1.207920792,1.613445378,1.22,1.866666667,2.923076923,1.068181818
1/1/02,0.991983968,0.827586207,1.217821782,1.672268908,1.26,1.933333333,3.076923077,1.090909091
1/1/03,0.985971944,0.827586207,1.227722772,1.697478992,1.28,1.955555556,3.076923077,1.090909091
1/1/04,0.983967936,0.862068966,1.237623762,1.697478992,1.28,1.955555556,3.076923077,1.113636364
1/1/05,0.977955912,0.862068966,1.217821782,1.630252101,1.22,1.866666667,3.076923077,1.068181818
1/1/06,0.971943888,0.862068966,1.227722772,1.647058824,1.24,1.844444444,3.153846154,1.090909091
1/1/07,0.961923848,0.827586207,1.217821782,1.647058824,1.22,1.822222222,3.307692308,1.068181818
1/1/08,0.957915832,0.827586207,1.198019802,1.630252101,1.2,1.777777778,3.461538462,1.068181818
1/1/09,0.943887776,0.827586207,1.188118812,1.554621849,1.14,1.666666667,3.230769231,1.045454545
1/1/10,0.9498998,0.862068966,1.188118812,1.596638655,1.18,1.711111111,3.384615385,1.045454545
